code,name,market,market_cap,sector_krx,sector_override,sector_display,sector_kis,sector_kis_lcls
005940,NH투자증권,KOSPI,9710100000000,증권,,증권,금융업,증권
028050,삼성E&A,KOSPI,9525600000000,일반서비스,,일반서비스,서비스업,서비스업
0126Z0,삼성에피스홀딩스,KOSPI,9306300000000,기타금융,,기타금융,기타 금융업,기타 금융업
047050,포스코인터내셔널,KOSPI,9148000000000,유통,,유통,유통업,유통업
277810,레인보우로보틱스,KOSDAQ,8875400000000,기계·장비,,기계·장비,특수 목적용 기계 제조업,특수 목적용 기계 제조업
090430,아모레퍼시픽,KOSPI,8481500000000,화학,,화학,화학,화학
180640,한진칼,KOSPI,8392000000000,기타금융,,기타금융,기타 금융업,기타 금융업
036930,주성엔지니어링,KOSDAQ,8231800000000,기계·장비,,기계·장비,IT H/W,반도체
007660,이수페타시스,KOSPI,8229200000000,전기·전자,,전기·전자,"전기,전자","전기,전자"
161390,한국타이어앤테크놀로지,KOSPI,8101400000000,화학,,화학,고무제품 제조업,고무제품 제조업
047040,대우건설,KOSPI,7983900000000,건설,,건설,건설업,건설업
016360,삼성증권,KOSPI,7809300000000,증권,,증권,금융업,증권
352820,하이브,KOSPI,7664400000000,오락·문화,,오락·문화,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업
009830,한화솔루션,KOSPI,7488900000000,화학,,화학,화학,화학
064400,LG씨엔에스,KOSPI,7353600000000,IT 서비스,,IT 서비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
039490,키움증권,KOSPI,7225900000000,증권,,증권,금융지원 서비스업,금융지원 서비스업
000880,한화,KOSPI,7071400000000,화학,,화학,화학,화학
021240,코웨이,KOSPI,6892700000000,일반서비스,,일반서비스,서비스업,서비스업
326030,SK바이오팜,KOSPI,6805400000000,일반서비스,,일반서비스,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업
005387,현대차2우B,KOSPI,6730600000000,운송장비·부품,,운송장비·부품,운수장비,운수장비
267270,HD건설기계,KOSPI,6546100000000,기계·장비,,기계·장비,특수 목적용 기계 제조업,특수 목적용 기계 제조업
128940,한미약품,KOSPI,6431100000000,제약,,제약,의약품 제조업,의약품 제조업
377300,카카오페이,KOSPI,6337500000000,기타금융,,기타금융,기타 금융업,기타 금융업
032640,LG유플러스,KOSPI,6277300000000,통신,,통신,통신업,통신업
062040,산일전기,KOSPI,6110200000000,전기·전자,,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
000500,가온전선,KOSPI,6074600000000,전기·전자,,전기·전자,"전기,전자","전기,전자"
000100,유한양행,KOSPI,6029100000000,제약,,제약,의약품,의약품
241560,두산밥캣,KOSPI,5943100000000,기계·장비,,기계·장비,특수 목적용 기계 제조업,특수 목적용 기계 제조업
001440,대한전선,KOSPI,5840600000000,전기·전자,,전기·전자,"전기,전자","전기,전자"
353200,대덕전자,KOSPI,5510000000000,전기·전자,,전기·전자,전자부품 제조업,전자부품 제조업
240810,원익IPS,KOSDAQ,5394300000000,기계·장비,,기계·장비,특수 목적용 기계 제조업,특수 목적용 기계 제조업
029780,삼성카드,KOSPI,5306300000000,기타금융,,기타금융,금융업,금융업
066970,엘앤에프,KOSPI,5293100000000,전기·전자,,전기·전자,일차전지 및 축전지 제조업,일차전지 및 축전지 제조업
175330,JB금융지주,KOSPI,5194600000000,기타금융,,기타금융,기타 금융업,기타 금융업
010060,OCI홀딩스,KOSPI,5125000000000,기타금융,,기타금융,화학,화학
058470,리노공업,KOSDAQ,5113800000000,전기·전자,,전기·전자,IT H/W,IT부품
222800,심텍,KOSDAQ,5088500000000,전기·전자,,전기·전자,전자부품 제조업,전자부품 제조업
